PK,Order No,Customer ID,Vessel Code,SR Code,Product Code,Port Code,Invoice Date,Sales (USD),QTY,COGS (USD),MC1 (USD)
91695,I30058414,5882690,315115,IND3,29738,JINGTG,29-07-2025,690.69,150,-164.23,526.46
91696,I30061133,5882690,365390,IND3,29738,JINGTG,03-12-2025,690.69,150,-179.54,511.15
91697,I30046157,5147705,408484,IND1,52926,SINGAP,08-02-2024,690.77,25,-291.5,399.27
91698,I30060976,5086242,332213,IND3,19871,SINGAP,19-11-2025,690.98,50,-196.99,493.99
91699,I30042537,5973370,437720,IND1,49220,DAESAN,11-09-2023,691.16,1,-85.75,605.41
91700,I30019987,5122255,387520,IND1,51457,SINGAP,24-01-2020,691.2,3,-494.7,196.5
91701,I30034693,5869490,442446,IND2,39876,SINGAP,05-09-2022,691.25,120,-295.71,395.54
91702,I30039127,5809176,309106,IND3,83133,SAOSEB,18-04-2023,691.32,50,-183.36,507.96
91703,I30041537,5809176,309106,IND3,83133,VITORI,20-07-2023,691.32,50,-178.82,512.5
91704,I30041360,5949850,422402,IND1,45548,ROTTRD,18-07-2023,691.41,24,-304.39,387.02
91705,I30038398,5949850,491943,IND1,45548,GENOAA,22-03-2023,691.41,24,-269.48,421.93
91706,I30037735,5949850,408345,IND1,45548,ROTTRD,20-02-2023,691.41,24,-281.37,410.04
91707,I30040562,5949850,330211,IND1,45548,ROTTRD,21-06-2023,691.41,24,-283.19,408.22
91708,I30044267,5949850,314966,IND1,45548,HAMBUR,30-11-2023,691.41,24,-340.13,351.28
91709,I30037054,5949850,307478,IND1,45548,AMSTDM,25-01-2023,691.41,24,-288.49,402.92
91710,I30040848,5949850,414424,IND1,45548,FUJAIR,30-06-2023,691.41,24,-300.31,391.1
91711,I30042880,5949850,330955,IND1,45548,SINGAP,20-09-2023,691.41,24,-369.31,322.1
91712,I30037799,5949850,430122,IND1,45548,SINGAP,03-03-2023,691.41,24,-255.45,435.96
91713,I30044306,5949850,452064,IND1,45548,ROTTRD,28-11-2023,691.41,24,-316.15,375.26
91714,I30038840,5949850,416483,IND1,45548,FUJAIR,18-04-2023,691.41,24,-290.15,401.26
91715,I30040453,5949850,342338,IND1,45548,BARCEL,12-06-2023,691.41,24,-286.88,404.53
91716,I30037184,5949850,342338,IND1,45548,HAMBUR,26-01-2023,691.41,24,-311.25,380.16
91717,I30038454,5949850,443904,IND1,45548,HOUSTN,27-03-2023,691.41,24,-287.61,403.8
91718,I30040237,5949850,345196,IND1,45548,ANTWRP,02-06-2023,691.41,24,-271.44,419.97
91719,I30038701,5949850,386426,IND1,45548,SINGAP,05-04-2023,691.41,24,-287.31,404.1
91720,I30038488,5949850,300539,IND1,45548,FUJAIR,28-03-2023,691.41,24,-290.12,401.29
91721,I30042155,5949850,395575,IND1,45548,HOUSTN,12-09-2023,691.41,24,-340.76,350.65
91722,I30037361,5949850,399845,IND1,45548,AMSTDM,31-01-2023,691.41,24,-284.98,406.43
91723,I30050485,5172968,471740,IND2,35961,KHORFK,29-07-2024,691.44,2,-108.34,583.1
91724,B20055307,5026940,444904,BGD1,45548,KLAIPD,12-03-2025,691.49,12,-155.12,536.37
91725,I30027222,5949850,330955,IND1,55264,SINGAP,19-04-2021,691.5,150,-217.24,474.26
91726,I30042530,5869490,463275,IND2,30126,ANTWRP,06-09-2023,691.52,100,-238.85,452.67
91727,I30037060,5869490,451703,IND2,15047,ROTTRD,20-01-2023,691.67,150,-277.02,414.65
91728,I30037486,5869490,495761,IND2,15047,SUEZPT,13-02-2023,691.67,150,-226.67,465
91729,I30037484,5869490,390162,IND2,15047,SINGAP,23-02-2023,691.67,150,-311.28,380.39
91730,I30037517,5776517,313977,IND1,15047,ROTTRD,09-02-2023,691.67,150,-266.27,425.4
91731,I30037121,5869490,432853,IND2,15047,ROTTRD,31-01-2023,691.67,150,-272.7,418.97
91732,I30049557,5766763,375631,IND2,22307,LOSANG,18-06-2024,691.99,100,-231.77,460.22
91733,I30061352,5882690,315115,IND3,48761,JINGTG,08-12-2025,692.01,75,-211.12,480.89
91734,I30055212,5882690,451793,IND3,48761,KAKOGA,12-03-2025,692.01,75,-209.23,482.78
91735,I30056418,5882690,438925,IND3,48761,ZHOUSH,22-04-2025,692.01,75,-234.4,457.61
91736,I30058860,5869490,328488,IND2,27772,TRIEST,12-08-2025,692.14,150,-131.74,560.4
91737,I30057129,5973370,488173,IND1,45548,ZHOUSH,05-06-2025,692.21,12,-187.76,504.45
91738,I30040796,5086242,376402,IND3,48641,SINGAP,04-07-2023,692.22,10,-36.88,655.34
91739,I30058279,5882690,359760,IND3,29738,SINGAP,14-07-2025,692.26,225,-265.7,426.56
91740,I30046676,5869490,455774,IND2,29738,RAVENN,20-03-2024,692.38,150,-199.79,492.59
91741,I30032067,5903431,423116,IND3,15047,AGIOIT,02-03-2022,692.47,100,-160.46,532.01
91742,I30045234,5869490,398922,IND2,27772,BUSANN,29-12-2023,692.52,275,-275.52,417
91743,I30055469,5552441,433185,IND1,15047,SINGAP,21-03-2025,692.61,150,-250,442.61
91744,I30057077,5552441,371942,IND1,15047,PRTSID,20-05-2025,692.61,150,-238.87,453.74
91745,I30055469,5552441,433185,IND1,15047,SINGAP,29-04-2025,692.61,150,0,692.61
91746,S520027064,5996715,358950,SLK1,89284,COLOMB,26-04-2021,692.72,50,-126.66,566.06
91747,P60053565,5981691,438775,PAK1,48641,ZHOUSH,19-12-2024,692.74,5,-36.82,655.92
91748,I30037672,5869490,481726,IND2,48641,JNPTPT,20-02-2023,692.95,9,-27.87,665.08
91749,I30037010,5869490,499346,IND2,48641,JNPTPT,13-01-2023,692.95,9,-28.37,664.58
91750,I30046676,5869490,455774,IND2,48761,RAVENN,20-03-2024,692.96,75,-215.84,477.12
91751,B20052690,5026940,418823,BGD1,59892,KAGOSH,31-10-2024,693.03,2,-41.13,651.9
91752,I30058383,5973370,315425,IND1,29738,TAIZHO,25-07-2025,693.23,100,-120.53,572.7
91753,I30049627,5973370,491071,IND1,29738,DAHEJJ,26-06-2024,693.23,100,-111.61,581.62
91754,I30052663,5776517,313977,IND1,68642,SINGAP,30-10-2024,693.25,50,-104.92,588.33
91755,I30052175,5973370,386752,IND1,25456,SINGAP,11-10-2024,693.33,1,-178.64,514.69
91756,I30037820,5973370,394203,IND1,58601,KAOHSI,22-02-2023,693.44,2,-190.94,502.5
91757,B20037116,5026940,468057,BGD1,48761,JIANGZ,25-01-2023,693.55,100,-318.74,374.81
91758,I30059888,5794100,479738,IND2,82743,YOSUOO,30-09-2025,693.59,12,-162.38,531.21
91759,I30060476,5869490,349950,IND2,82743,KAWASK,27-10-2025,693.59,12,-169.67,523.92
91760,I30055520,5869490,453264,IND2,82743,YOSUOO,19-03-2025,693.59,12,-122.79,570.8
91761,I30059304,5949850,416336,IND1,28208,SANTOS,26-08-2025,693.63,120,-284.5,409.13
91762,I30041524,5172968,393616,IND2,85659,KHORFK,24-07-2023,694,2,-92.95,601.05
91763,I30045720,5749961,303310,IND3,85659,MINASQ,24-01-2024,694,2,-89.11,604.89
91764,I30057440,5949850,422402,IND1,16953,YOSUOO,05-06-2025,694.06,1,-52.17,641.89
91765,S10197714,5882690,317384,IND3,15464,GDANSK,04-01-2023,694.22,1,-140.15,554.07
91766,I30019931,5869490,485216,IND2,79269,ISTBST,13-01-2020,694.3,5,-91.98,602.32
91767,I114794814,5809176,405296,IND3,28208,SANTOS,05-07-2022,694.31,120,-262.02,432.29
91768,I30026970,5869490,349950,IND2,41421,FUJAIR,19-03-2021,694.57,75,-117.87,576.7
91769,I30026208,5869490,464506,IND2,41421,HOUSTN,26-01-2021,694.57,75,-137.95,556.62
91770,I30049190,5869490,432853,IND2,37011,ANTWRP,06-06-2024,694.6,9,-335.3,359.3
91771,I30037301,5869490,384469,IND2,15047,YOSUOO,09-02-2023,694.83,100,-232.45,462.38
91772,I30037141,5869490,464398,IND2,15047,DONGHA,30-01-2023,694.83,100,-244.55,450.28
91773,I30037878,5869490,426224,IND2,15047,YOSUOO,09-03-2023,694.83,100,-182.2,512.63
91774,I30037970,5869490,383242,IND2,15047,CAOFEI,07-03-2023,694.83,100,-200.34,494.49
91775,I30037595,5869490,486703,IND2,15047,ZHOUSH,28-02-2023,694.83,100,-200.17,494.66
91776,B20045348,5042625,471527,BGD1,11625,COLOMB,12-01-2024,694.96,75,-69.64,625.32
91777,I30059776,5766763,489790,IND2,29738,SANTOS,16-09-2025,694.98,150,-243.18,451.8
91778,I30056209,5800581,312665,IND2,29738,MINASQ,14-04-2025,694.98,150,-165.93,529.05
91779,I30051969,5869490,308800,IND2,45548,IMBITU,24-09-2024,695.02,12,-171.53,523.49
91780,I30045255,5869490,340039,IND2,27772,SHANGH,29-01-2024,695.03,300,-324.04,370.99
91781,I30046989,5511699,466199,IND3,48641,JEBELA,12-03-2024,695.15,9,-41.66,653.49
91782,I30059771,5949850,344272,IND1,74413,INCHON,28-10-2025,695.27,1,-18.62,676.65
91783,I30041329,5882690,360094,IND3,27772,SINGAP,09-08-2023,695.34,375,-379.62,315.72
91784,I30056454,5882690,426439,IND3,52926,VALENC,29-04-2025,695.44,30,-387.31,308.13
91785,I30039991,5959655,428819,IND3,48641,MINASQ,23-05-2023,695.46,6,-27.8,667.66
91786,I30022644,5920605,418137,IND3,40190,GIBRAL,04-06-2020,695.52,100,-398.44,297.08
91787,I30061105,5920605,470880,IND3,15047,ALGECI,24-11-2025,695.62,150,-195.39,500.23
91788,I30054115,5776828,436524,IND2,48761,BALBOA,13-01-2025,695.72,75,-191.4,504.32
91789,I30055678,5872600,404604,IND2,15047,BALBOA,27-03-2025,695.72,100,-152.3,543.42
91790,I30059453,5959655,401402,IND3,69128,TOKUYA,10-09-2025,695.72,20,-72.81,622.91
91791,I30055451,5776828,446346,IND2,48761,BALBOA,11-03-2025,695.72,75,-183.71,512.01
91792,I30020279,5055019,341668,IND1,78045,SINGAP,11-02-2020,695.8,200,-137.35,558.45
91793,I30019723,5869490,499947,IND2,15047,SINGAP,07-01-2020,696,200,-319.95,376.05
91794,I30040103,5869490,418807,IND2,29738,SINGAP,13-06-2023,696.09,200,-305.89,390.2
91795,I30041306,5869490,440542,IND2,29738,AMSTDM,14-07-2023,696.09,200,-307.22,388.87
91796,I30038543,5869490,492133,IND2,29738,HOUSTN,19-04-2023,696.09,200,-288.43,407.66
91797,I30040122,5882690,365390,IND3,69128,MURORN,13-06-2023,696.55,20,-75.69,620.86
91798,I30050634,5147705,390453,IND1,15047,WALVIS,07-08-2024,696.61,100,-154.85,541.76
91799,I30028384,5869490,494320,IND2,48641,ULSANN,28-06-2021,696.7,10,-93.03,603.67
91800,I30034857,5122255,420596,IND1,67119,MINASQ,12-09-2022,696.77,2,-55.28,641.49
91801,I30050793,5798892,481497,IND2,45088,BHAVNA,09-08-2024,696.77,60,-166.66,530.11
91802,B20060763,5026940,386857,BGD1,69128,HALDIA,04-11-2025,696.85,20,-70.5,626.35
91803,B20058469,5026940,366438,BGD1,69128,SALALA,22-07-2025,696.85,20,-85.07,611.78
91804,I30051147,5776828,457801,IND2,65003,LCHARL,21-08-2024,696.91,2,-87.2,609.71
91805,I30055108,5147705,408484,IND1,45548,PASIRG,11-03-2025,696.92,12,-103.39,593.53
91806,I30028934,5869490,304270,IND2,56356,OSHIMA,09-09-2021,697,1,-183.58,513.42
91807,I30044022,5766763,464008,IND2,79269,BRAKEE,14-11-2023,697.01,4,-75.97,621.04
91808,I30049756,5776828,448117,IND2,29738,HOUSTN,28-06-2024,697.04,175,-179.82,517.22
91809,I30026257,5973370,413833,IND1,29738,ZHENJI,19-02-2021,697.05,100,-111.43,585.62
91810,I30047614,5869490,315366,IND2,49220,SIKKAA,04-04-2024,697.07,1,-97.72,599.35
91811,I30023871,5086242,377995,IND3,29738,SINGAP,14-08-2020,697.11,150,-142.06,555.05
91812,I30042505,5903431,488802,IND3,48761,ALGECI,06-09-2023,697.14,75,-209.3,487.84
91813,I30022031,5949850,407388,IND1,48761,SUEZPT,28-04-2020,697.25,50,-88.01,609.24
91814,I30026329,5920605,451593,IND3,48761,DAMTTA,31-01-2021,697.25,50,-107.49,589.76
91815,I30036751,5869490,426125,IND2,36551,HOUSTN,04-01-2023,697.25,100,-148.57,548.68
91816,I30049905,5869490,321043,IND2,67119,SINGAP,16-07-2024,697.45,3,-147.65,549.8
91817,I30048829,5776517,432444,IND1,67119,SINGAP,31-05-2024,697.45,3,-146.42,551.03
91818,I30044185,5869490,389587,IND2,17450,GIBRAL,21-11-2023,697.5,1,-147.93,549.57
91819,I30044701,5869490,427815,IND2,79269,SINGAP,22-12-2023,697.52,5,-106.72,590.8
91820,I30047824,5122255,400980,IND1,48641,ANTWRP,12-04-2024,697.56,10,-89.31,608.25
91821,I30055690,5949850,416336,IND1,11625,SAOSEB,14-03-2025,697.61,75,-92.48,605.13
91822,I30051594,5959655,428819,IND3,37011,JAIGAR,17-09-2024,697.68,3,-130.36,567.32
91823,I30041046,5809176,345490,IND3,48761,ANTWRP,11-07-2023,697.72,100,-289.23,408.49
91824,I30042582,5776517,303134,IND1,48761,SINGAP,26-09-2023,697.72,100,-279.95,417.77
91825,I30040427,5869490,468203,IND2,48761,SINGAP,15-06-2023,697.72,100,-290.08,407.64
91826,I30043538,5869490,468428,IND2,48761,SINGAP,24-10-2023,697.72,100,-238.8,458.92
91827,I30042418,5869490,452224,IND2,48761,SINGAP,19-10-2023,697.72,100,-246.22,451.5
91828,I30043035,5869490,496076,IND2,48761,SINGAP,17-10-2023,697.72,100,-510.25,187.47
91829,I30043517,5869490,418678,IND2,48761,SINGAP,17-10-2023,697.72,100,-236.9,460.82
91830,I30040631,5869490,320453,IND2,48761,ANTWRP,20-06-2023,697.72,100,-281.24,416.48
91831,I30040689,5869490,486703,IND2,48761,HONGKG,27-06-2023,697.72,100,-281.39,416.33
91832,I30039269,5869490,430467,IND2,48761,KHORFK,26-04-2023,697.72,100,-283.17,414.55
91833,I30044794,5776517,451077,IND1,48761,SINGAP,29-12-2023,697.72,100,-531.23,166.49
91834,I30041488,5776517,302190,IND1,48761,SINGAP,29-08-2023,697.72,100,-274.61,423.11
91835,I30042888,5776517,494411,IND1,48761,HOUSTN,18-09-2023,697.72,100,-267.31,430.41
91836,I30041955,5869490,484099,IND2,48761,SINGAP,12-09-2023,697.72,100,-280.65,417.07
91837,I30043540,5776517,356391,IND1,48761,SINGAP,27-10-2023,697.72,100,-234.47,463.25
91838,I30041882,5776517,396692,IND1,48761,SINGAP,23-08-2023,697.72,100,-277.61,420.11
91839,I30041481,5776517,331411,IND1,48761,SINGAP,31-08-2023,697.72,100,-276.62,421.1
91840,I30040373,5776517,411738,IND1,48761,BUSANN,12-06-2023,697.72,100,-265.9,431.82
91841,I30045283,5869490,357262,IND2,48761,SINGAP,16-01-2024,697.72,100,-259.83,437.89
91842,I30040806,5869490,480366,IND2,48761,FUJAIR,18-07-2023,697.72,100,-284.2,413.52
91843,I30043035,5869490,496076,IND2,48761,SINGAP,02-11-2023,697.72,100,0,697.72
91844,I30039484,5869490,468428,IND2,48761,SINGAP,22-05-2023,697.72,100,-270.48,427.24
91845,I30040372,5869490,388292,IND2,48761,HOUSTN,09-06-2023,697.72,100,-282.94,414.78
91846,I30044794,5776517,451077,IND1,48761,SINGAP,14-02-2024,697.72,100,0,697.72
91847,I30041477,5869490,377449,IND2,48761,SINGAP,25-07-2023,697.72,100,-289.35,408.37
91848,I30044035,5869490,338437,IND2,48761,SINGAP,22-11-2023,697.72,100,-241.73,455.99
91849,I30044358,5869490,398190,IND2,48761,HONGKG,28-11-2023,697.72,100,-311.8,385.92
91850,I30041804,5800581,350973,IND2,48761,FUJAIR,14-08-2023,697.72,100,-288.85,408.87
91851,I30042418,5869490,452224,IND2,48761,SINGAP,01-11-2023,697.72,100,0,697.72
91852,I30039749,5869490,343317,IND2,48761,SHANGH,24-05-2023,697.72,100,-270.01,427.71
91853,I30050848,5949850,376357,IND1,15464,FUJAIR,08-08-2024,697.88,1,-155.66,542.22
91854,I30023405,5122255,326932,IND1,15047,FUJAIR,20-07-2020,698,200,-275.34,422.66
91855,I30046197,5949850,392882,IND1,15047,FUJAIR,26-02-2024,698.06,200,-342.02,356.04
91856,I30027017,5973370,454114,IND1,45548,NANTON,23-03-2021,698.11,12,-159.06,539.05
91857,I30043861,5927813,432190,IND2,48641,MUMBAI,31-10-2023,698.12,9,-27.68,670.44
91858,I30024291,5973370,491071,IND1,66304,SINGAP,17-09-2020,698.17,75,-291.8,406.37
91859,I30060011,5973370,346787,IND1,48641,SINGAP,14-10-2025,698.24,10,-40.95,657.29
91860,I30051296,5973370,437720,IND1,83133,AUKLND,17-09-2024,698.28,50,-139.55,558.73
91861,I30037773,5949850,417119,IND1,60819,KOPERR,22-02-2023,698.32,1,-63.13,635.19
91862,I30035919,5869490,415910,IND2,47626,SINGAP,29-11-2022,698.4,18,-314.53,383.87
91863,I30036695,5869490,430677,IND2,47626,GALVES,30-12-2022,698.4,18,-337.9,360.5
91864,I30044413,5973370,488173,IND1,15047,FUJAIR,28-11-2023,698.5,150,-272.78,425.72
91865,I30045196,5973370,382104,IND1,15047,WEIHAI,03-01-2024,698.5,100,-173.55,524.95
91866,I30037159,5903431,488802,IND3,82743,ROTTRD,31-01-2023,698.66,16,-212.63,486.03
91867,I30046397,5949850,417477,IND1,29738,YALOVA,19-02-2024,698.72,150,-118.04,580.68
91868,I30048017,5973370,354686,IND1,56327,QINGDA,14-05-2024,699.08,1,-166.65,532.43
91869,I30036237,5800581,350973,IND2,48641,VISAKH,30-11-2022,699.15,10,-55.35,643.8
91870,I30035874,5800581,350973,IND2,48641,VISAKH,11-11-2022,699.15,10,-55.89,643.26
91871,I30048120,5949850,432771,IND1,48761,INCHON,26-04-2024,699.21,75,-171.03,528.18
91872,I30031951,5800581,312655,IND2,48845,FUJAIR,21-02-2022,699.3,150,-351.05,348.25
91873,B20039814,5042625,437678,BGD1,29738,SINGAP,23-05-2023,699.55,150,-192.25,507.3
91874,I30043969,5882690,340898,IND3,31473,TERNEZ,07-11-2023,699.6,1,-150.6,549
91875,I30045007,5511699,466199,IND3,48761,JEBELA,26-12-2023,699.62,75,-196.14,503.48
91876,I30038857,5794100,484495,IND2,52926,DUBAIY,12-04-2023,699.66,30,-275.45,424.21
91877,I30052199,5973370,371346,IND1,48761,INCHON,25-10-2024,699.69,50,-125.17,574.52
91878,I30037532,5189310,472566,IND1,29738,FUJAIR,21-02-2023,699.75,150,-219.12,480.63
91879,I30025305,5869490,385451,IND2,27772,ZHOUSH,17-12-2020,699.95,175,-110.58,589.37
91880,I30048786,5949850,495461,IND1,29738,SINGAP,23-05-2024,700.02,225,-230.05,469.97
91881,I30052206,5776517,498015,IND1,48761,ANTWRP,14-10-2024,700.09,100,-253.65,446.44
91882,I30047490,5798892,415671,IND2,48761,SINGAP,29-03-2024,700.09,100,-231.96,468.13
91883,I30052592,5869490,410493,IND2,48761,FUJAIR,31-10-2024,700.09,100,-264,436.09
91884,I30052861,5766763,408391,IND2,48761,SINGAP,22-11-2024,700.09,100,-259.65,440.44
91885,I30052754,5869490,424956,IND2,48761,AMSTDM,07-11-2024,700.09,100,-253.23,446.86
91886,I30052251,5869490,495761,IND2,48761,SINGAP,17-10-2024,700.09,100,-266.28,433.81
91887,I30052232,5869490,432853,IND2,48761,ANTWRP,14-10-2024,700.09,100,-253.65,446.44
91888,I30052458,5776517,395656,IND1,48761,ROTTRD,24-10-2024,700.09,100,-249.1,450.99
91889,I30051552,5869490,485041,IND2,48761,SUEZCL,13-09-2024,700.09,100,-148.78,551.31
91890,I30049172,5766763,360149,IND2,48761,LOSANG,04-06-2024,700.09,100,-262.52,437.57
91891,I30050435,5869490,330608,IND2,48761,SINGAP,30-07-2024,700.09,100,-258.8,441.29
91892,I30048271,5809176,396717,IND3,48761,SINGAP,20-05-2024,700.09,100,-256.2,443.89
91893,I30030917,5147705,468325,IND1,15047,WALVIS,21-12-2021,700.12,75,-111.57,588.55
91894,I30027936,5949850,425806,IND1,15047,SANLOR,28-05-2021,700.12,75,-67.25,632.87
91895,I30046781,5869490,424956,IND2,35961,BELEMM,05-03-2024,700.13,2,-263.94,436.19
91896,I30037085,5949850,427664,IND1,48761,ANTWRP,19-01-2023,700.18,100,-287.91,412.27
91897,I30059207,5869490,477167,IND2,60644,SAVANN,03-09-2025,700.2,75,-148.62,551.58
91898,I30030445,5973370,491071,IND1,45548,SHEKOU,19-11-2021,700.24,12,-110.91,589.33
91899,I30044940,5949850,491984,IND1,29738,FUJAIR,15-12-2023,700.53,200,-264.27,436.26
91900,S10182655,5882690,308801,IND3,67119,AVILES,27-07-2022,700.58,3,-133.6,566.98
91901,I30038023,5903431,423116,IND3,24159,ALGECI,09-03-2023,700.59,60,-222.85,477.74
91902,I30030352,5776828,465887,IND2,59653,BALBOA,28-10-2021,700.9,1,-91.94,608.96
91903,I30030421,5869490,460974,IND2,59653,YANGZH,16-12-2021,700.9,1,-93.53,607.37
91904,I30047375,5869490,398031,IND2,29738,SINGAP,21-03-2024,701.03,200,-256.44,444.59
91905,I30034741,5776517,411738,IND1,29738,SINGAP,20-09-2022,701.03,200,-229.24,471.79
91906,I30048304,5869490,391539,IND2,29738,ROTTRD,07-05-2024,701.03,200,-215.69,485.34
91907,I30035570,5869490,434846,IND2,29738,ROTTRD,21-10-2022,701.03,200,-266.5,434.53
91908,I30035872,5869490,419638,IND2,29738,ALGECI,14-11-2022,701.03,200,-298.77,402.26
91909,I30047425,5776517,483715,IND1,29738,SINGAP,12-04-2024,701.03,200,-186.38,514.65
91910,I30034569,5869490,360032,IND2,29738,NEWYRK,26-08-2022,701.03,200,-230.9,470.13
91911,I30051389,5869490,391539,IND2,29738,JEBELA,31-08-2024,701.03,200,-327.01,374.02
91912,I30051990,5869490,398922,IND2,29738,BUSANN,04-10-2024,701.03,200,-216.28,484.75
91913,I30047425,5776517,483715,IND1,29738,SINGAP,23-04-2024,701.03,200,0,701.03
91914,I30034457,5776517,403125,IND1,29738,SUEZPT,15-08-2022,701.03,200,-214.23,486.8
91915,I30036971,5869490,486385,IND2,62742,SINGAP,27-01-2023,701.06,75,-117.07,583.99
91916,I30039414,5927813,410130,IND2,37011,CAPETN,09-06-2023,701.15,6,-359.08,342.07
91917,I30043069,5949850,304223,IND1,15047,FUJAIR,03-10-2023,701.15,200,-335.89,365.26
91918,I30027642,5973370,416370,IND1,52593,SINGAP,11-05-2021,701.22,2,-78.85,622.37
91919,I30029558,5138829,470083,IND2,67119,CHENNA,20-10-2021,701.26,2,-88.24,613.02
91920,I30041908,5189310,424556,IND1,15047,MINASQ,07-08-2023,701.28,100,-172.04,529.24
91921,I30059623,5949850,446453,IND1,79269,HOUSTN,16-09-2025,701.38,4,-84.71,616.67
91922,I30057866,5949850,457374,IND1,79269,ANTWRP,23-06-2025,701.38,4,-86.49,614.89
91923,I30046746,5949850,495461,IND1,17794,FUJAIR,27-02-2024,701.49,2,-144.77,556.72
91924,I30049785,5869490,418807,IND2,37011,SINGAP,04-07-2024,701.62,8,-266.44,435.18
91925,I30056460,5122255,428093,IND1,29738,RASALK,30-04-2025,701.72,100,-110.81,590.91
91926,B20054566,5041794,317487,BGD1,17794,SKAGEN,28-01-2025,701.72,1,-88.56,613.16
91927,I30059543,5959655,401402,IND3,13892,TOKUYA,10-09-2025,701.76,1,-19.37,682.39
91928,B20053988,5026940,444904,BGD1,37011,TUTICO,21-01-2025,701.87,3,-79.76,622.11
91929,I30036718,5122255,309173,IND1,67119,DAESAN,30-12-2022,701.9,2,-101.66,600.24
91930,I30034069,5086242,350915,IND3,48761,SINGAP,27-07-2022,701.9,75,-192.16,509.74
91931,I30047402,5122255,370039,IND1,18091,LASPAL,08-04-2024,701.94,6,-56.4,645.54
91932,I30029296,5086242,321056,IND3,48641,KLAIPD,25-08-2021,702,8,-59.95,642.05
91933,I30046338,5122255,479438,IND1,34185,FUJAIR,13-02-2024,702.04,25,-144.92,557.12
91934,I30027324,5869490,485216,IND2,79269,GIBRAL,28-04-2021,702.25,5,-177.52,524.73
91935,I30042475,5869490,460238,IND2,88212,BUSANN,05-09-2023,702.3,50,-175.48,526.82
91936,I30048738,5869490,398190,IND2,38694,SINGAP,23-05-2024,702.31,200,-227.42,474.89
91937,I30036056,5869490,309965,IND2,48761,FUJAIR,30-11-2022,702.48,100,-274.85,427.63
91938,I30034287,5869490,347450,IND2,48761,FUJAIR,31-10-2022,702.48,100,-270.01,432.47
91939,I30034622,5776517,394914,IND1,48761,FUJAIR,24-08-2022,702.48,100,-257.17,445.31
91940,I30035642,5776517,333825,IND1,48761,JEBELA,25-10-2022,702.48,100,-277.67,424.81
91941,I30036302,5776517,481355,IND1,48761,ROTTRD,30-11-2022,702.48,100,-293.72,408.76
91942,I30036761,5869490,327191,IND2,48761,SINGAP,12-01-2023,702.48,100,-326.39,376.09
91943,I30036648,5776517,395875,IND1,48761,SINGAP,29-12-2022,702.48,100,-329.45,373.03
91944,I30035070,5869490,468203,IND2,48761,SINGAP,27-09-2022,702.48,100,-256.8,445.68
91945,I30036778,5776517,303134,IND1,48761,SINGAP,10-01-2023,702.48,100,-325.33,377.15
91946,I30035870,5869490,315366,IND2,48761,SINGAP,22-11-2022,702.48,100,-266.05,436.43
91947,I30023292,5949850,342338,IND1,23863,ROTTRD,08-07-2020,702.5,250,-474.58,227.92
91948,B20060763,5026940,386857,BGD1,40190,HALDIA,04-11-2025,702.51,75,-204.02,498.49
91949,I30022107,5920605,335366,IND3,27772,CRISTO,18-05-2020,702.65,100,-56.28,646.37
91950,I30023435,5920605,364541,IND3,27772,CRISTO,22-07-2020,702.65,100,-48.75,653.9
91951,I30024775,5920605,335366,IND3,27772,LASPAL,15-10-2020,702.65,100,-56.26,646.39
91952,I30055215,5903431,487719,IND3,20671,LOMEEE,17-03-2025,702.67,8,-172.66,530.01
91953,I30049870,5776517,376363,IND1,15047,DURBAN,30-06-2024,702.72,125,-206.82,495.9
91954,I30048065,5809176,345490,IND3,15047,CAPETN,23-04-2024,702.72,125,-191.44,511.28
91955,I30052039,5776517,419396,IND1,15047,BALBOA,11-10-2024,702.72,125,-190.52,512.2
91956,I30047813,5869490,466504,IND2,15047,KANDLA,12-04-2024,702.72,125,-209.66,493.06
91957,I30028737,5776517,334757,IND1,89330,HOUSTN,14-07-2021,702.78,3,-210.42,492.36
91958,I30025481,5949850,416483,IND1,84706,FUJAIR,30-11-2020,702.8,2,-224.32,478.48
91959,I30047244,5949850,479294,IND1,67119,SINESS,19-03-2024,702.9,2,-94.84,608.06
91960,I30049031,5949850,434168,IND1,67119,YOSUOO,28-05-2024,702.9,2,-91.24,611.66
91961,I30049310,5949850,319319,IND1,67119,SLAGTN,10-06-2024,702.9,2,-96.15,606.75
91962,I30048120,5949850,432771,IND1,67119,INCHON,26-04-2024,702.9,2,-86.89,616.01
91963,I30033707,5903431,397728,IND3,15047,JIANGZ,30-09-2022,702.97,200,-342.18,360.79
91964,I30031914,5869490,485216,IND2,15047,SAGUNT,21-02-2022,702.97,150,-218.64,484.33
91965,I30032061,5869490,420950,IND2,15047,GIBRAL,10-03-2022,702.97,150,-331.45,371.52
91966,I30051479,5882690,417109,IND3,82856,MINASQ,05-09-2024,703.02,5,-328.16,374.86
91967,I30058354,5776517,302190,IND1,16953,GIBRAL,16-07-2025,703.11,2,-124.04,579.07
91968,I30054334,5147705,468325,IND1,66304,SINGAP,27-01-2025,703.15,50,-209.63,493.52
91969,I30033516,5869490,442446,IND2,30126,ZHENJI,16-06-2022,703.16,125,-121.02,582.14
91970,I30061516,5903431,480641,IND3,28208,PLISAS,08-12-2025,703.24,72,-206.32,496.92
